leaid11,STNAM,ALL_COHORT_1112,ALL_RATE_1112,GreaterThan90
2924530,MISSOURI,192,92,1
2925110,MISSOURI,56,90,1
2925140,MISSOURI,46,84.5,0
2925170,MISSOURI,32,90,1
2925210,MISSOURI,57,84.5,0
2925230,MISSOURI,246,90,1
2925290,MISSOURI,55,84.5,0
2925330,MISSOURI,175,92,1
2925350,MISSOURI,74,92,1
2925410,MISSOURI,28,80,0
2925450,MISSOURI,337,80,0
2925500,MISSOURI,190,87,0
2925530,MISSOURI,14,50,0
2925590,MISSOURI,27,80,0
2925620,MISSOURI,47,84.5,0
2925640,MISSOURI,49,90,1
2925650,MISSOURI,42,90,1
2925710,MISSOURI,71,87,0
2926070,MISSOURI,719,79,0
2926160,MISSOURI,152,92,1
2926220,MISSOURI,282,92,1
2926310,MISSOURI,33,90,1
2926400,MISSOURI,19,80,0
2926430,MISSOURI,56,84.5,0
2926480,MISSOURI,116,87,0
2926490,MISSOURI,6,50,0
2926610,MISSOURI,11,50,0
2926640,MISSOURI,427,72,0
2926670,MISSOURI,398,72,0
2926790,MISSOURI,23,80,0
2926850,MISSOURI,1826,95,1
2926890,MISSOURI,305,87,0
2926970,MISSOURI,51,84.5,0
2927060,MISSOURI,756,91,1
2927090,MISSOURI,136,92,1
2927520,MISSOURI,36,84.5,0
2927540,MISSOURI,69,87,0
2927570,MISSOURI,198,87,0
2927600,MISSOURI,24,80,0
2927630,MISSOURI,117,95,1
2927660,MISSOURI,49,90,1
2927830,MISSOURI,310,96,1
2927870,MISSOURI,40,90,1
2927900,MISSOURI,131,87,0
2927930,MISSOURI,60,90,1
2928110,MISSOURI,54,90,1
2928140,MISSOURI,20,80,0
2928170,MISSOURI,19,80,0
2928260,MISSOURI,228,90,1
2928290,MISSOURI,31,90,1
2928360,MISSOURI,27,80,0
2928380,MISSOURI,39,84.5,0
2928410,MISSOURI,167,95,1
2928430,MISSOURI,73,87,0
2928470,MISSOURI,29,80,0
2928500,MISSOURI,15,50,0
2928530,MISSOURI,40,64.5,0
2928560,MISSOURI,110,92,1
2928590,MISSOURI,45,90,1
2928620,MISSOURI,21,80,0
2928680,MISSOURI,22,80,0
2928710,MISSOURI,59,90,1
2928740,MISSOURI,55,90,1
2928800,MISSOURI,56,84.5,0
2928860,MISSOURI,1680,85,0
2928920,MISSOURI,413,86,0
2928950,MISSOURI,1454,89,0
2929100,MISSOURI,191,87,0
2929130,MISSOURI,22,80,0
2929170,MISSOURI,153,95,1
2929250,MISSOURI,134,87,0
2929280,MISSOURI,2416,62,0
2929340,MISSOURI,27,80,0
2929370,MISSOURI,148,87,0
2929430,MISSOURI,69,87,0
2929470,MISSOURI,4,NA,1
2929490,MISSOURI,20,80,0
2929520,MISSOURI,76,92,1
2929580,MISSOURI,38,90,1
2929610,MISSOURI,48,84.5,0
2929640,MISSOURI,90,95,1
2929700,MISSOURI,29,80,0
2929760,MISSOURI,187,92,1
2929810,MISSOURI,26,80,0
2929880,MISSOURI,38,90,1
2929940,MISSOURI,37,90,1
2930270,MISSOURI,47,90,1
2930300,MISSOURI,13,50,0
2930330,MISSOURI,55,84.5,0
2930360,MISSOURI,105,92,1
2930390,MISSOURI,20,80,0
2930420,MISSOURI,119,95,1
2930450,MISSOURI,472,89,0
2930510,MISSOURI,22,80,0
2930520,MISSOURI,58,84.5,0
2930570,MISSOURI,225,78,0
2930600,MISSOURI,8,50,0
2930660,MISSOURI,275,79,0
2930690,MISSOURI,68,92,1
2930720,MISSOURI,37,84.5,0
2930750,MISSOURI,41,90,1
2930780,MISSOURI,54,90,1
2930810,MISSOURI,29,80,0
2930840,MISSOURI,99,95,1
2930870,MISSOURI,36,90,1
2930900,MISSOURI,24,80,0
2930990,MISSOURI,25,80,0
2931020,MISSOURI,255,94,1
2931050,MISSOURI,206,92,1
2931070,MISSOURI,108,82,0
2931110,MISSOURI,349,89,0
2931140,MISSOURI,53,90,1
2931440,MISSOURI,475,83,0
2931460,MISSOURI,33,90,1
2931500,MISSOURI,279,93,1
2931530,MISSOURI,317,95,1
2931560,MISSOURI,26,80,0
2931620,MISSOURI,28,80,0
2931650,MISSOURI,752,94,1
2931680,MISSOURI,263,90,1
2931710,MISSOURI,55,90,1
2931800,MISSOURI,39,90,1
2931830,MISSOURI,87,92,1
2931860,MISSOURI,45,84.5,0
2931920,MISSOURI,22,80,0
2931950,MISSOURI,39,84.5,0
2932010,MISSOURI,307,95,1
2932070,MISSOURI,67,92,1
2932100,MISSOURI,220,92,1
2932110,MISSOURI,42,90,1
2932190,MISSOURI,127,87,0
2932220,MISSOURI,51,90,1
2932250,MISSOURI,13,50,0
2932300,MISSOURI,32,90,1
2932310,MISSOURI,123,92,1
2932490,MISSOURI,18,80,0
3000095,MONTANA,45,24.5,0
3000097,MONTANA,10,50,0
3000099,MONTANA,7,50,0
3000101,MONTANA,25,80,0
3000102,MONTANA,8,50,0
3000933,MONTANA,20,80,0
3001740,MONTANA,30,80,0
3001860,MONTANA,16,80,0
3002030,MONTANA,96,92,1
3002250,MONTANA,41,84.5,0
3002450,MONTANA,9,50,0
3002640,MONTANA,7,50,0
3002730,MONTANA,34,90,1
3003090,MONTANA,81,82,0
3003330,MONTANA,190,82,0
3003450,MONTANA,21,80,0
3003750,MONTANA,15,50,0
3003840,MONTANA,65,92,1
3003900,MONTANA,1344,81,0
3004500,MONTANA,26,49.5,0
3004590,MONTANA,473,86,0
3004800,MONTANA,16,80,0
3004860,MONTANA,26,80,0
3004920,MONTANA,11,50,0
3004980,MONTANA,52,90,1
3005040,MONTANA,9,NA,1
3005190,MONTANA,166,67,0
3005310,MONTANA,350,78,0
3005610,MONTANA,9,50,0
3005910,MONTANA,32,90,1
3006110,MONTANA,37,84.5,0
3006115,MONTANA,26,80,0
3006270,MONTANA,31,84.5,0
3006330,MONTANA,39,90,1
3006810,MONTANA,26,80,0
3007080,MONTANA,46,90,1
3007140,MONTANA,175,87,0
3007200,MONTANA,58,90,1
3007320,MONTANA,51,90,1
3007410,MONTANA,125,92,1
3007860,MONTANA,18,80,0
3007930,MONTANA,161,82,0
3008130,MONTANA,12,50,0
3008190,MONTANA,60,84.5,0
3008280,MONTANA,24,69.5,0
3008340,MONTANA,78,87,0
3008850,MONTANA,10,50,0
3009120,MONTANA,2,NA,1
3009210,MONTANA,21,80,0
3009930,MONTANA,26,80,0
3010170,MONTANA,29,80,0
3010290,MONTANA,27,80,0
3010530,MONTANA,107,87,0
3011100,MONTANA,51,90,1
3011190,MONTANA,19,80,0
3011260,MONTANA,30,80,0
3011460,MONTANA,15,NA,1
3011520,MONTANA,92,92,1
3011580,MONTANA,5,NA,1
3011650,MONTANA,11,50,0
3011850,MONTANA,17,80,0
3011880,MONTANA,10,50,0
3012210,MONTANA,5,NA,1
3012300,MONTANA,5,NA,1
3012420,MONTANA,64,92,1
3012840,MONTANA,11,50,0
3012990,MONTANA,5,NA,1
3013050,MONTANA,847,78,0
3013260,MONTANA,143,87,0
3013340,MONTANA,126,72,0
3013360,MONTANA,13,NA,1
3013400,MONTANA,51,64.5,0
3013470,MONTANA,15,50,0
3013530,MONTANA,10,50,0
3013590,MONTANA,158,82,0
3013660,MONTANA,20,49.5,0
3013830,MONTANA,754,83,0
3014070,MONTANA,5,NA,1
3014370,MONTANA,8,50,0
3014430,MONTANA,11,50,0
3014640,MONTANA,11,50,0
3014700,MONTANA,58,90,1
3014760,MONTANA,6,50,0
3015120,MONTANA,59,84.5,0
3015260,MONTANA,37,90,1
3015390,MONTANA,4,NA,1
3015420,MONTANA,734,83,0
3016020,MONTANA,10,50,0
3016230,MONTANA,191,87,0
3016290,MONTANA,6,50,0
3016530,MONTANA,126,92,1
3016710,MONTANA,9,50,0
3016770,MONTANA,88,87,0
3016810,MONTANA,17,80,0
3017040,MONTANA,29,49.5,0
3017580,MONTANA,58,90,1
3017640,MONTANA,39,90,1
3018170,MONTANA,7,50,0
3018270,MONTANA,9,50,0
3018540,MONTANA,962,88,0
3018900,MONTANA,10,50,0
3019170,MONTANA,8,50,0
3019500,MONTANA,21,80,0
3019740,MONTANA,8,50,0
3020070,MONTANA,24,80,0
3020100,MONTANA,150,77,0
3020850,MONTANA,35,90,1
3020960,MONTANA,38,90,1
3021000,MONTANA,10,50,0
3021090,MONTANA,122,87,0
3021270,MONTANA,78,37,0
3021450,MONTANA,69,87,0
3021540,MONTANA,10,50,0
3021900,MONTANA,4,NA,1
3022110,MONTANA,38,90,1
3022260,MONTANA,11,50,0
3022410,MONTANA,7,50,0
3022710,MONTANA,9,50,0
3022800,MONTANA,80,87,0
3022920,MONTANA,11,50,0
3023070,MONTANA,55,90,1
3023340,MONTANA,5,NA,1
3023400,MONTANA,9,50,0
3023550,MONTANA,12,50,0
3023670,MONTANA,17,80,0
3023910,MONTANA,53,84.5,0
3023970,MONTANA,65,92,1
3024180,MONTANA,10,50,0
3024230,MONTANA,101,87,0
3024330,MONTANA,24,80,0
3024930,MONTANA,15,50,0
3024990,MONTANA,11,50,0
3025050,MONTANA,100,87,0
3025140,MONTANA,19,80,0
3025320,MONTANA,19,80,0
3025470,MONTANA,27,80,0
3025560,MONTANA,43,84.5,0
3025950,MONTANA,14,50,0
3026100,MONTANA,50,90,1
3026190,MONTANA,57,90,1
3026580,MONTANA,35,84.5,0
3026670,MONTANA,4,NA,1
3026730,MONTANA,30,80,0
3027090,MONTANA,13,50,0
3027270,MONTANA,26,80,0
3027630,MONTANA,13,50,0
3027730,MONTANA,5,NA,1
3027790,MONTANA,124,87,0
3027840,MONTANA,39,90,1
3027930,MONTANA,3,NA,1
3028020,MONTANA,8,50,0
3028170,MONTANA,6,50,0
3028380,MONTANA,3,NA,1
3028470,MONTANA,11,50,0
3028620,MONTANA,50,64.5,0
3028770,MONTANA,19,80,0
3028911,MONTANA,42,64.5,0
3100002,NEBRASKA,36,90,1
3100003,NEBRASKA,25,80,0
3100004,NEBRASKA,30,80,0
3100006,NEBRASKA,49,84.5,0
3100008,NEBRASKA,46,90,1
3100010,NEBRASKA,17,80,0
3100011,NEBRASKA,61,92,1
3100012,NEBRASKA,16,69.5,0
3100015,NEBRASKA,30,80,0
3100016,NEBRASKA,505,85,0
3100018,NEBRASKA,15,50,0
3100020,NEBRASKA,10,50,0
3100021,NEBRASKA,163,92,1
3100022,NEBRASKA,279,80,0
3100023,NEBRASKA,20,80,0
3100024,NEBRASKA,25,80,0
3100025,NEBRASKA,17,80,0
3100029,NEBRASKA,42,90,1
3100034,NEBRASKA,77,92,1
3100041,NEBRASKA,36,90,1
3100065,NEBRASKA,26,80,0
3100066,NEBRASKA,15,50,0
3100067,NEBRASKA,16,80,0
3100068,NEBRASKA,17,80,0
3100070,NEBRASKA,21,80,0
3100071,NEBRASKA,43,90,1
3100072,NEBRASKA,15,50,0
3100073,NEBRASKA,7,50,0
3100076,NEBRASKA,17,80,0
3100077,NEBRASKA,26,80,0
3100080,NEBRASKA,31,90,1
3100082,NEBRASKA,15,50,0
3100085,NEBRASKA,48,90,1
3100088,NEBRASKA,167,95,1
3100089,NEBRASKA,16,80,0
3100090,NEBRASKA,30,80,0
3100091,NEBRASKA,25,80,0
3100095,NEBRASKA,130,77,0
3100096,NEBRASKA,32,90,1
3100097,NEBRASKA,34,74.5,0
3100098,NEBRASKA,172,92,1
3100099,NEBRASKA,42,90,1
3100105,NEBRASKA,43,84.5,0
3100109,NEBRASKA,46,90,1
3100110,NEBRASKA,13,50,0
3100111,NEBRASKA,10,50,0
3100112,NEBRASKA,76,87,0
3100114,NEBRASKA,49,90,1
3100115,NEBRASKA,45,90,1
3100116,NEBRASKA,28,80,0
3100117,NEBRASKA,32,84.5,0
3100118,NEBRASKA,40,84.5,0
3100119,NEBRASKA,29,80,0
3100120,NEBRASKA,17,80,0
3100121,NEBRASKA,46,90,1
3100122,NEBRASKA,55,90,1
3100123,NEBRASKA,19,80,0
3100124,NEBRASKA,11,50,0
3100125,NEBRASKA,16,80,0
3100129,NEBRASKA,32,90,1
3100130,NEBRASKA,37,90,1
3100132,NEBRASKA,35,84.5,0
3100133,NEBRASKA,14,50,0
3100134,NEBRASKA,22,80,0
3100140,NEBRASKA,15,50,0
3100141,NEBRASKA,27,80,0
3100148,NEBRASKA,10,50,0
3100157,NEBRASKA,26,80,0
3100165,NEBRASKA,49,84.5,0
3100170,NEBRASKA,60,84.5,0
3100172,NEBRASKA,40,90,1
3100176,NEBRASKA,40,84.5,0
3100178,NEBRASKA,30,80,0
3100179,NEBRASKA,43,84.5,0
3100180,NEBRASKA,24,80,0
3101992,NEBRASKA,34,90,1
3102770,NEBRASKA,81,95,1
3102790,NEBRASKA,49,90,1
3102820,NEBRASKA,68,92,1
3102880,NEBRASKA,13,50,0
3102910,NEBRASKA,155,87,0
3103060,NEBRASKA,17,80,0
3103090,NEBRASKA,25,80,0
3103120,NEBRASKA,16,80,0
3103130,NEBRASKA,58,90,1
3103210,NEBRASKA,12,50,0
3103330,NEBRASKA,69,92,1
3103360,NEBRASKA,95,95,1
3103420,NEBRASKA,19,80,0
3103440,NEBRASKA,33,90,1
3103540,NEBRASKA,39,90,1
3103600,NEBRASKA,145,82,0
3103810,NEBRASKA,763,91,1
3103990,NEBRASKA,92,95,1
3104020,NEBRASKA,15,50,0
3104100,NEBRASKA,181,92,1
3104140,NEBRASKA,13,50,0
3104200,NEBRASKA,39,90,1
3104290,NEBRASKA,20,80,0
3104640,NEBRASKA,44,90,1
3104870,NEBRASKA,23,80,0
3104920,NEBRASKA,53,90,1
3104950,NEBRASKA,53,84.5,0
3104980,NEBRASKA,75,82,0
3105010,NEBRASKA,13,50,0
3105160,NEBRASKA,16,80,0
3105280,NEBRASKA,17,80,0
3105310,NEBRASKA,12,50,0
3105340,NEBRASKA,299,88,0
3105460,NEBRASKA,72,82,0
3105520,NEBRASKA,18,80,0
3105550,NEBRASKA,24,80,0
3105630,NEBRASKA,28,80,0
3105910,NEBRASKA,30,80,0
3105970,NEBRASKA,42,90,1
3109120,NEBRASKA,20,80,0
3119560,NEBRASKA,43,44.5,0
3162950,NEBRASKA,49,90,1
3169840,NEBRASKA,16,80,0
3170020,NEBRASKA,7,50,0
3170050,NEBRASKA,10,50,0
3170110,NEBRASKA,350,97,1
3170140,NEBRASKA,27,80,0
3170220,NEBRASKA,21,80,0
3170440,NEBRASKA,63,87,0
3170530,NEBRASKA,73,77,0
3170650,NEBRASKA,53,90,1
3170710,NEBRASKA,366,82,0
3170800,NEBRASKA,27,80,0
3170980,NEBRASKA,41,90,1
3171010,NEBRASKA,12,50,0
3171100,NEBRASKA,68,92,1
3171220,NEBRASKA,170,95,1
3171370,NEBRASKA,22,80,0
3171520,NEBRASKA,19,80,0
3171550,NEBRASKA,18,80,0
3171580,NEBRASKA,246,84,0
3171610,NEBRASKA,9,50,0
3171730,NEBRASKA,23,80,0
3171820,NEBRASKA,35,90,1
3171940,NEBRASKA,77,92,1
3172000,NEBRASKA,36,90,1
3172150,NEBRASKA,23,80,0
3172210,NEBRASKA,9,50,0
3172335,NEBRASKA,29,80,0
3172390,NEBRASKA,371,84,0
3172420,NEBRASKA,25,80,0
3172480,NEBRASKA,9,50,0
3172570,NEBRASKA,39,84.5,0
3172720,NEBRASKA,18,80,0
3172780,NEBRASKA,16,80,0
3172810,NEBRASKA,192,82,0
3172840,NEBRASKA,2491,83,0
3172910,NEBRASKA,14,50,0
3172990,NEBRASKA,17,80,0
3173050,NEBRASKA,41,90,1
3173090,NEBRASKA,19,80,0
3173120,NEBRASKA,11,50,0
3173170,NEBRASKA,10,50,0
3173210,NEBRASKA,24,80,0
3173230,NEBRASKA,39,74.5,0
3173290,NEBRASKA,32,90,1
3173440,NEBRASKA,20,80,0
3173470,NEBRASKA,120,87,0
3173500,NEBRASKA,15,50,0
3173560,NEBRASKA,5,NA,1
3173590,NEBRASKA,15,50,0
3173600,NEBRASKA,19,80,0
3173660,NEBRASKA,25,80,0
3173710,NEBRASKA,42,90,1
3173740,NEBRASKA,1668,93,1
3173800,NEBRASKA,14,50,0
3173830,NEBRASKA,65,92,1
3173890,NEBRASKA,58,90,1
3174040,NEBRASKA,14,50,0
3174160,NEBRASKA,122,87,0
3174200,NEBRASKA,51,90,1
3174220,NEBRASKA,30,80,0
3174310,NEBRASKA,10,50,0
3174340,NEBRASKA,26,80,0
3174370,NEBRASKA,12,50,0
3174400,NEBRASKA,14,50,0
3174430,NEBRASKA,287,79,0
3174580,NEBRASKA,202,88,0
3174640,NEBRASKA,32,90,1
3174760,NEBRASKA,65,92,1
3174820,NEBRASKA,3353,76,0
3174850,NEBRASKA,57,90,1
3174940,NEBRASKA,36,84.5,0
3175000,NEBRASKA,29,80,0
3175030,NEBRASKA,20,80,0
3175060,NEBRASKA,24,80,0
3175210,NEBRASKA,31,90,1
3175270,NEBRASKA,801,96,1
3175330,NEBRASKA,19,80,0
3175360,NEBRASKA,15,50,0
3175390,NEBRASKA,29,80,0
3175510,NEBRASKA,66,95,1
3175570,NEBRASKA,38,90,1
3175630,NEBRASKA,98,95,1
3175660,NEBRASKA,151,95,1
3175690,NEBRASKA,12,50,0
3175770,NEBRASKA,30,80,0
3175810,NEBRASKA,16,80,0
3175900,NEBRASKA,265,85,0
3175930,NEBRASKA,21,80,0
3175960,NEBRASKA,41,90,1
3175990,NEBRASKA,16,80,0
3176170,NEBRASKA,17,80,0
3176380,NEBRASKA,14,50,0
3176400,NEBRASKA,9,50,0
3176410,NEBRASKA,16,80,0
3176450,NEBRASKA,101,92,1
3176470,NEBRASKA,211,86,0
3176560,NEBRASKA,124,95,1
3176590,NEBRASKA,24,80,0
3176620,NEBRASKA,36,84.5,0
3176650,NEBRASKA,9,50,0
3176710,NEBRASKA,79,95,1
3176800,NEBRASKA,7,50,0
3176860,NEBRASKA,260,88,0
3176890,NEBRASKA,9,50,0
3176980,NEBRASKA,12,50,0
3177100,NEBRASKA,6,50,0
3177180,NEBRASKA,35,84.5,0
3177190,NEBRASKA,15,50,0
3177340,NEBRASKA,19,80,0
3177520,NEBRASKA,30,80,0
3177550,NEBRASKA,55,90,1
3177730,NEBRASKA,19,80,0
3178020,NEBRASKA,53,90,1
3178210,NEBRASKA,67,92,1
3178240,NEBRASKA,34,90,1
3178260,NEBRASKA,15,50,0
3178300,NEBRASKA,28,69.5,0
3178450,NEBRASKA,18,80,0
3178520,NEBRASKA,72,92,1
3178540,NEBRASKA,29,80,0
3178660,NEBRASKA,430,92,1
3178670,NEBRASKA,5,NA,1
3178720,NEBRASKA,45,90,1
3178810,NEBRASKA,37,74.5,0
3178840,NEBRASKA,29,80,0
3178940,NEBRASKA,35,90,1
3178990,NEBRASKA,10,50,0
3179050,NEBRASKA,106,92,1
3179080,NEBRASKA,33,90,1
3200030,NEVADA,313,76,0
3200060,NEVADA,24832,62,0
3200090,NEVADA,490,80,0
3200120,NEVADA,715,72,0
3200180,NEVADA,23,69.5,0
3200210,NEVADA,252,63,0
3200240,NEVADA,94,82,0
3200270,NEVADA,59,74.5,0
3200300,NEVADA,663,78,0
3200330,NEVADA,52,54.5,0
3200360,NEVADA,506,56,0
3200390,NEVADA,584,78,0
3200420,NEVADA,56,84.5,0
3200450,NEVADA,27,80,0
3200480,NEVADA,4595,70,0
3200510,NEVADA,120,72,0
3300003,NEW HAMPSHIRE,200,87,0
3300017,NEW HAMPSHIRE,393,92,1
3300035,NEW HAMPSHIRE,49,90,1
3300049,NEW HAMPSHIRE,120,87,0
3300616,NEW HAMPSHIRE,49,64.5,0
3301860,NEW HAMPSHIRE,116,82,0
3301950,NEW HAMPSHIRE,123,95,1
3302200,NEW HAMPSHIRE,3,NA,1
3302340,NEW HAMPSHIRE,164,82,0
3302370,NEW HAMPSHIRE,1,NA,1
3302400,NEW HAMPSHIRE,23,80,0
3302460,NEW HAMPSHIRE,477,79,0
3302480,NEW HAMPSHIRE,262,93,1
3302490,NEW HAMPSHIRE,210,91,1
3302510,NEW HAMPSHIRE,1,NA,1
3302640,NEW HAMPSHIRE,401,84,0
3302670,NEW HAMPSHIRE,180,95,1
3302880,NEW HAMPSHIRE,86,77,0
3302990,NEW HAMPSHIRE,159,87,0
3303000,NEW HAMPSHIRE,119,77,0
3303090,NEW HAMPSHIRE,96,72,0
3303150,NEW HAMPSHIRE,1,NA,1
3303180,NEW HAMPSHIRE,140,92,1
3303240,NEW HAMPSHIRE,297,86,0
3303330,NEW HAMPSHIRE,218,91,1
3303480,NEW HAMPSHIRE,3,NA,1
3303660,NEW HAMPSHIRE,82,95,1
3303750,NEW HAMPSHIRE,117,87,0
3303780,NEW HAMPSHIRE,40,90,1
3303850,NEW HAMPSHIRE,231,96,1
3303900,NEW HAMPSHIRE,78,92,1
3303930,NEW HAMPSHIRE,331,84,0
3303960,NEW HAMPSHIRE,92,82,0
3304030,NEW HAMPSHIRE,126,87,0
3304040,NEW HAMPSHIRE,178,92,1
3304050,NEW HAMPSHIRE,408,89,0
3304140,NEW HAMPSHIRE,158,87,0
3304230,NEW HAMPSHIRE,186,92,1
3304260,NEW HAMPSHIRE,22,80,0
3304290,NEW HAMPSHIRE,38,84.5,0
3304350,NEW HAMPSHIRE,130,95,1
3304380,NEW HAMPSHIRE,77,87,0
3304410,NEW HAMPSHIRE,463,94,1
3304590,NEW HAMPSHIRE,1511,74,0
3304670,NEW HAMPSHIRE,92,87,0
3304680,NEW HAMPSHIRE,111,82,0
3304740,NEW HAMPSHIRE,390,86,0
3304760,NEW HAMPSHIRE,206,88,0
3304830,NEW HAMPSHIRE,236,89,0
3304890,NEW HAMPSHIRE,155,82,0
3304960,NEW HAMPSHIRE,66,95,1
3304980,NEW HAMPSHIRE,1103,84,0
3305220,NEW HAMPSHIRE,122,77,0
3305280,NEW HAMPSHIRE,72,87,0
3305310,NEW HAMPSHIRE,102,87,0
3305400,NEW HAMPSHIRE,44,84.5,0
3305520,NEW HAMPSHIRE,154,95,1
3305550,NEW HAMPSHIRE,156,92,1
3305580,NEW HAMPSHIRE,220,82,0
3305700,NEW HAMPSHIRE,5,NA,1
3305730,NEW HAMPSHIRE,34,74.5,0
3305820,NEW HAMPSHIRE,250,96,1
3305830,NEW HAMPSHIRE,37,90,1
3305880,NEW HAMPSHIRE,91,82,0
3305940,NEW HAMPSHIRE,415,76,0
3306060,NEW HAMPSHIRE,433,94,1
3306080,NEW HAMPSHIRE,194,92,1
3306180,NEW HAMPSHIRE,128,92,1
3306240,NEW HAMPSHIRE,150,77,0
3306260,NEW HAMPSHIRE,225,95,1
3306450,NEW HAMPSHIRE,1,NA,1
3306540,NEW HAMPSHIRE,45,90,1
3306720,NEW HAMPSHIRE,355,92,1
3307050,NEW HAMPSHIRE,96,95,1
3307115,NEW HAMPSHIRE,52,84.5,0
3307170,NEW HAMPSHIRE,131,95,1
3307230,NEW HAMPSHIRE,318,86,0
3307300,NEW HAMPSHIRE,127,82,0
3399965,NEW HAMPSHIRE,166,92,1
3400004,NEW JERSEY,291,99,1
3400009,NEW JERSEY,199,95,1
3400930,NEW JERSEY,153,47,0
3400960,NEW JERSEY,676,70,0
3401050,NEW JERSEY,154,92,1
3401260,NEW JERSEY,717,79,0
3401350,NEW JERSEY,409,86,0
3401440,NEW JERSEY,128,92,1
3401500,NEW JERSEY,288,96,1
3401530,NEW JERSEY,269,96,1
3401650,NEW JERSEY,451,97,1
3401770,NEW JERSEY,1130,87,0
3401830,NEW JERSEY,495,90,1
3401920,NEW JERSEY,96,92,1
3401950,NEW JERSEY,153,95,1
3402030,NEW JERSEY,183,92,1
3402100,NEW JERSEY,128,77,0
3402220,NEW JERSEY,897,89,0
3402250,NEW JERSEY,342,67,0
3402280,NEW JERSEY,741,95,1
3402400,NEW JERSEY,219,90,1
3402430,NEW JERSEY,165,77,0
3402460,NEW JERSEY,334,93,1
3402520,NEW JERSEY,124,92,1
3402580,NEW JERSEY,208,96,1
3402640,NEW JERSEY,818,49,0
3402800,NEW JERSEY,115,87,0
3402820,NEW JERSEY,270,78,0
3402850,NEW JERSEY,129,95,1
3402880,NEW JERSEY,279,87,0
3402910,NEW JERSEY,384,83,0
3403000,NEW JERSEY,864,94,1
3403120,NEW JERSEY,211,97,1
3403150,NEW JERSEY,203,99,1
3403180,NEW JERSEY,89,82,0
3403210,NEW JERSEY,466,95,1
3403270,NEW JERSEY,250,80,0
3403300,NEW JERSEY,829,82,0
3403420,NEW JERSEY,225,81,0
3403570,NEW JERSEY,297,97,1
3403600,NEW JERSEY,141,95,1
3403620,NEW JERSEY,344,84,0
3403750,NEW JERSEY,230,92,1
3403780,NEW JERSEY,254,88,0
3403900,NEW JERSEY,265,83,0
3403930,NEW JERSEY,231,79,0
3403990,NEW JERSEY,219,95,1
3404020,NEW JERSEY,79,92,1
3404110,NEW JERSEY,768,96,1
3404230,NEW JERSEY,760,71,0
3404320,NEW JERSEY,381,85,0
3404380,NEW JERSEY,548,91,1
3404500,NEW JERSEY,1062,93,1
3404560,NEW JERSEY,678,93,1
3404590,NEW JERSEY,1373,66,0
3404660,NEW JERSEY,218,77,0
3404710,NEW JERSEY,87,95,1
3404740,NEW JERSEY,286,86,0
3404920,NEW JERSEY,286,84,0
3404980,NEW JERSEY,379,95,1
3405220,NEW JERSEY,130,87,0
3405310,NEW JERSEY,284,96,1
3405490,NEW JERSEY,517,85,0
3405610,NEW JERSEY,2981,96,1
3405760,NEW JERSEY,281,79,0
3405820,NEW JERSEY,162,87,0
3405880,NEW JERSEY,162,87,0
3405940,NEW JERSEY,120,95,1
3405970,NEW JERSEY,209,98,1
3406000,NEW JERSEY,157,87,0
3406060,NEW JERSEY,982,85,0
3406270,NEW JERSEY,476,83,0
3406300,NEW JERSEY,222,91,1
3406330,NEW JERSEY,181,87,0
3406360,NEW JERSEY,158,92,1
3406390,NEW JERSEY,180,95,1
3406540,NEW JERSEY,1116,89,0
3406570,NEW JERSEY,359,88,0
3406660,NEW JERSEY,339,97,1
3406870,NEW JERSEY,178,92,1
3406930,NEW JERSEY,124,92,1
3406990,NEW JERSEY,185,87,0
3407050,NEW JERSEY,68,92,1
3407140,NEW JERSEY,314,90,1
3407170,NEW JERSEY,108,92,1
3407230,NEW JERSEY,636,95,1
3407290,NEW JERSEY,229,77,0
3407350,NEW JERSEY,161,77,0
3407410,NEW JERSEY,286,98,1
3407440,NEW JERSEY,187,82,0
3407530,NEW JERSEY,305,96,1
3407590,NEW JERSEY,797,94,1
3407680,NEW JERSEY,421,62,0
3407740,NEW JERSEY,848,94,1
3407800,NEW JERSEY,276,92,1
3407830,NEW JERSEY,2119,67,0
3407860,NEW JERSEY,114,77,0
3407890,NEW JERSEY,469,84,0
3407920,NEW JERSEY,112,92,1
3407950,NEW JERSEY,121,77,0
3407980,NEW JERSEY,388,94,1
3408040,NEW JERSEY,171,95,1
3408060,NEW JERSEY,191,92,1
3408100,NEW JERSEY,386,90,1
3408190,NEW JERSEY,254,91,1
3408220,NEW JERSEY,299,73,0
3408400,NEW JERSEY,310,88,0
3408490,NEW JERSEY,1866,95,1
3408500,NEW JERSEY,210,93,1
3408520,NEW JERSEY,172,87,0
3408610,NEW JERSEY,519,82,0
3408640,NEW JERSEY,107,87,0
3408820,NEW JERSEY,408,98,1
3408850,NEW JERSEY,250,81,0
3408940,NEW JERSEY,303,85,0
3409090,NEW JERSEY,267,80,0
3409120,NEW JERSEY,147,82,0
3409210,NEW JERSEY,202,92,1
3409240,NEW JERSEY,212,96,1
3409270,NEW JERSEY,773,93,1
3409330,NEW JERSEY,263,95,1
3409360,NEW JERSEY,395,92,1
3409420,NEW JERSEY,280,92,1
3409450,NEW JERSEY,301,89,0
3409550,NEW JERSEY,161,92,1
3409630,NEW JERSEY,100,92,1
3409660,NEW JERSEY,171,92,1
3409750,NEW JERSEY,297,91,1
